,n_users,n_items,n_inter,sparsity,kg_entities,kg_relations,kg_triples,kg_items,cpu_cores,ram_size,is_gpu,model_name,model_type,emissions
143,23679,4414,1048575,0.9899676237184808,0,0,0,0,12,64.0,1.0,NAIS,general,0.0043848849608909
144,23679,4414,1048575,0.9899676237184808,0,0,0,0,12,64.0,1.0,NCEPLRec,general,0.0001036832091119
145,23679,4414,1048575,0.9899676237184808,0,0,0,0,4,16.0,0.0,NCEPLRec,general,0.0034725985503363
146,23679,4414,1048575,0.9899676237184808,0,0,0,0,12,64.0,1.0,NCL,general,0.0008683022846094
147,23679,4414,1048575,0.9899676237184808,0,0,0,0,12,64.0,1.0,NGCF,general,0.0005805171640814
148,23679,4414,1048575,0.9899676237184808,0,0,0,0,4,16.0,0.0,NGCF,general,0.0254078243583991
149,23679,4414,1048575,0.9899676237184808,0,0,0,0,12,64.0,1.0,NeuMF,general,0.0003884420283674
150,23679,4414,1048575,0.9899676237184808,0,0,0,0,4,16.0,0.0,NeuMF,general,0.0215197226620235
151,23679,4414,1048575,0.9899676237184808,0,0,0,0,12,64.0,1.0,Pop,general,1.6553040808296438e-05
152,23679,4414,1048575,0.9899676237184808,0,0,0,0,4,16.0,0.0,Pop,general,0.000485506905609
153,23679,4414,1048575,0.9899676237184808,0,0,0,0,12,64.0,1.0,Random,general,1.8998453991459423e-05
154,23679,4414,1048575,0.9899676237184808,0,0,0,0,4,16.0,0.0,Random,general,0.0004991012969557
155,23679,4414,1048575,0.9899676237184808,0,0,0,0,12,64.0,1.0,RecVAE,general,0.0001566000411879
156,23679,4414,1048575,0.9899676237184808,0,0,0,0,4,16.0,0.0,RecVAE,general,0.007060183752664
157,23679,4414,1048575,0.9899676237184808,0,0,0,0,12,64.0,1.0,SGL,general,0.0015489201614745
158,23679,4414,1048575,0.9899676237184808,0,0,0,0,4,16.0,0.0,SGL,general,0.0456820151245657
159,23679,4414,1048575,0.9899676237184808,0,0,0,0,4,16.0,0.0,SLIMElastic,general,0.0049969795547918
160,23679,4414,1048575,0.9899676237184808,0,0,0,0,12,64.0,1.0,SimpleX,general,0.0001443816044933
161,23679,4414,1048575,0.9899676237184808,0,0,0,0,4,16.0,0.0,SimpleX,general,0.0045073679450065
162,23679,4414,1048575,0.9899676237184808,0,0,0,0,12,64.0,1.0,SpectralCF,general,0.000672918639904
163,23679,4414,1048575,0.9899676237184808,0,0,0,0,4,16.0,0.0,SpectralCF,general,0.016459700262951
164,23679,4414,1048575,0.9899676237184808,0,0,0,0,4,27.40581512451172,1.0,SpectralCF,general,0.0098821919181708
165,50000,10000,7053774,0.985892452,175646,31,521125,10601,4,27.40580368041992,1.0,BPR,general,0.0461818839633063
166,50000,10000,7053774,0.985892452,175646,31,521125,10601,4,27.40580368041992,1.0,CFKG,knowledge,0.0477552331907504
167,50000,10000,7053774,0.985892452,175646,31,521125,10601,4,27.40580368041992,1.0,CKE,knowledge,0.0892782997452281
168,50000,10000,7053774,0.985892452,175646,31,521125,10601,4,27.40580368041992,1.0,DMF,general,0.0441614840268676
169,50000,10000,7053774,0.985892452,175646,31,521125,10601,4,27.40580368041992,1.0,ItemKNN,general,0.0062963690770045
170,50000,10000,7053774,0.985892452,175646,31,521125,10601,4,27.40580368041992,1.0,LINE,general,0.0238154082688136
171,50000,10000,7053774,0.985892452,175646,31,521125,10601,4,27.40580368041992,1.0,MultiDAE,general,0.0612132356047295
172,6040,3706,1000209,0.9553163743776872,79347,49,385923,3655,4,16.0,0.0,ADMMSLIM,general,0.0012772226795018
173,6040,3706,1000209,0.9553163743776872,79347,49,385923,3655,12,64.0,1.0,BPR,general,2.730507012954465e-05
174,6040,3706,1000209,0.9553163743776872,79347,49,385923,3655,4,16.0,0.0,BPR,general,0.0007397471738465
175,6040,3706,1000209,0.9553163743776872,79347,49,385923,3655,4,27.40581512451172,1.0,BPR,general,0.0011872896418289
176,6040,3706,1000209,0.9553163743776872,79347,49,385923,3655,12,64.0,1.0,CDAE,general,1.886185617431386e-05
177,6040,3706,1000209,0.9553163743776872,79347,49,385923,3655,4,16.0,0.0,CDAE,general,0.0006456795508018
178,6040,3706,1000209,0.9553163743776872,79347,49,385923,3655,12,64.0,1.0,CFKG,knowledge,9.617732324847907e-05
179,6040,3706,1000209,0.9553163743776872,79347,49,385923,3655,4,16.0,0.0,CFKG,knowledge,0.0041409324782106
180,6040,3706,1000209,0.9553163743776872,79347,49,385923,3655,4,27.40581512451172,1.0,CFKG,knowledge,0.0016808880077835
181,6040,3706,1000209,0.9553163743776872,79347,49,385923,3655,12,64.0,1.0,CKE,knowledge,0.0002230861161952
182,6040,3706,1000209,0.9553163743776872,79347,49,385923,3655,4,16.0,0.0,CKE,knowledge,0.0107805984921966
183,6040,3706,1000209,0.9553163743776872,79347,49,385923,3655,4,27.40581512451172,1.0,CKE,knowledge,0.0020655061053556
184,6040,3706,1000209,0.9553163743776872,79347,49,385923,3655,12,64.0,1.0,ConvNCF,general,0.0113202596494965
185,6040,3706,1000209,0.9553163743776872,79347,49,385923,3655,12,64.0,1.0,DGCF,general,0.0083216615633584
186,6040,3706,1000209,0.9553163743776872,79347,49,385923,3655,12,64.0,1.0,DMF,general,0.0002265545934736
187,6040,3706,1000209,0.9553163743776872,79347,49,385923,3655,4,27.40581512451172,1.0,DMF,general,0.001998107935524
188,6040,3706,1000209,0.9553163743776872,79347,49,385923,3655,12,64.0,1.0,DiffRec,general,4.72612327812464e-05
189,6040,3706,1000209,0.9553163743776872,79347,49,385923,3655,4,16.0,0.0,DiffRec,general,0.002014632409835
190,6040,3706,1000209,0.9553163743776872,79347,49,385923,3655,12,64.0,1.0,EASE,general,7.696134109759773e-07
191,6040,3706,1000209,0.9553163743776872,79347,49,385923,3655,4,16.0,0.0,EASE,general,0.0001616928828737
192,6040,3706,1000209,0.9553163743776872,79347,49,385923,3655,12,64.0,1.0,ENMF,general,2.620480647359417e-05
193,6040,3706,1000209,0.9553163743776872,79347,49,385923,3655,4,16.0,0.0,ENMF,general,0.0012524209394646
194,6040,3706,1000209,0.9553163743776872,79347,49,385923,3655,12,64.0,1.0,FISM,general,0.0013557740168752
195,6040,3706,1000209,0.9553163743776872,79347,49,385923,3655,4,16.0,0.0,FISM,general,0.0824741627779437
196,6040,3706,1000209,0.9553163743776872,79347,49,385923,3655,4,27.40581512451172,1.0,FISM,general,0.0073960062726063
197,6040,3706,1000209,0.9553163743776872,79347,49,385923,3655,12,64.0,1.0,GCMC,general,0.0039955913776321
198,6040,3706,1000209,0.9553163743776872,79347,49,385923,3655,4,16.0,0.0,GCMC,general,0.0850759430617105
199,6040,3706,1000209,0.9553163743776872,79347,49,385923,3655,12,64.0,1.0,ItemKNN,general,1.3635957754826604e-05
200,6040,3706,1000209,0.9553163743776872,79347,49,385923,3655,4,16.0,0.0,ItemKNN,general,0.0002843587192332
201,6040,3706,1000209,0.9553163743776872,79347,49,385923,3655,4,27.40581512451172,1.0,ItemKNN,general,0.0005498357575532
202,6040,3706,1000209,0.9553163743776872,79347,49,385923,3655,12,64.0,1.0,KGCN,knowledge,0.0002269025303642
203,6040,3706,1000209,0.9553163743776872,79347,49,385923,3655,4,16.0,0.0,KGCN,knowledge,0.0125717935333115
204,6040,3706,1000209,0.9553163743776872,79347,49,385923,3655,12,64.0,1.0,KGIN,knowledge,3.528611894318703e-07
205,6040,3706,1000209,0.9553163743776872,79347,49,385923,3655,12,64.0,1.0,KGIN,knowledge,0.0009001714863357
206,6040,3706,1000209,0.9553163743776872,79347,49,385923,3655,12,64.0,1.0,KGNNLS,knowledge,0.0002426303613874
207,6040,3706,1000209,0.9553163743776872,79347,49,385923,3655,4,16.0,0.0,KGNNLS,knowledge,0.0090172590520602
208,6040,3706,1000209,0.9553163743776872,79347,49,385923,3655,4,27.40581512451172,1.0,KGNNLS,knowledge,0.0031229942131827
209,6040,3706,1000209,0.9553163743776872,79347,49,385923,3655,12,64.0,1.0,KTUP,knowledge,0.0002121586159683
210,6040,3706,1000209,0.9553163743776872,79347,49,385923,3655,4,16.0,0.0,KTUP,knowledge,0.0042922716453574
211,6040,3706,1000209,0.9553163743776872,79347,49,385923,3655,12,64.0,1.0,LDiffRec,general,3.415837012941496e-05
212,6040,3706,1000209,0.9553163743776872,79347,49,385923,3655,4,16.0,0.0,LDiffRec,general,0.0015655309864936
213,6040,3706,1000209,0.9553163743776872,79347,49,385923,3655,12,64.0,1.0,LINE,general,2.988506125895075e-05
214,6040,3706,1000209,0.9553163743776872,79347,49,385923,3655,4,16.0,0.0,LINE,general,0.0009542910479927
215,6040,3706,1000209,0.9553163743776872,79347,49,385923,3655,4,27.40581512451172,1.0,LINE,general,0.0012333895610152
216,6040,3706,1000209,0.9553163743776872,79347,49,385923,3655,12,64.0,1.0,LightGCN,general,0.0002656440167365
217,6040,3706,1000209,0.9553163743776872,79347,49,385923,3655,4,16.0,0.0,LightGCN,general,0.0067021524192669
218,6040,3706,1000209,0.9553163743776872,79347,49,385923,3655,4,27.40581512451172,1.0,LightGCN,general,0.0032779082178161
219,6040,3706,1000209,0.9553163743776872,79347,49,385923,3655,12,64.0,1.0,MKR,knowledge,0.000884082383467
220,6040,3706,1000209,0.9553163743776872,79347,49,385923,3655,4,16.0,0.0,MKR,knowledge,0.0235264104678386
221,6040,3706,1000209,0.9553163743776872,79347,49,385923,3655,12,64.0,1.0,MacridVAE,general,9.6197769421943e-05
222,6040,3706,1000209,0.9553163743776872,79347,49,385923,3655,4,16.0,0.0,MacridVAE,general,0.0041533092844339
223,6040,3706,1000209,0.9553163743776872,79347,49,385923,3655,12,64.0,1.0,MultiDAE,general,2.3703986344794425e-05
224,6040,3706,1000209,0.9553163743776872,79347,49,385923,3655,4,16.0,0.0,MultiDAE,general,0.0011070434828315
225,6040,3706,1000209,0.9553163743776872,79347,49,385923,3655,4,27.40581512451172,1.0,MultiDAE,general,0.0012502482765198
226,6040,3706,1000209,0.9553163743776872,79347,49,385923,3655,12,64.0,1.0,MultiVAE,general,1.75123041169957e-05
227,6040,3706,1000209,0.9553163743776872,79347,49,385923,3655,4,16.0,0.0,MultiVAE,general,0.001511211834572
228,6040,3706,1000209,0.9553163743776872,79347,49,385923,3655,12,64.0,1.0,NAIS,general,0.0064888155617494
229,6040,3706,1000209,0.9553163743776872,79347,49,385923,3655,12,64.0,1.0,NCEPLRec,general,2.181387774802802e-05
